Symbol,Description,GICS sector,Category1,Category2,Category3,Market Cap,Average Volume,Actions,Industry,,,,,,,,,
URBN,Urban Outfitters Inc,Consumer Discretionary,US Equity,Common stocks,Mid cap,2651859991,"2,252,544",Analyze,Apparel Retail,,,,,,,,,
BKE,Buckle Inc,Consumer Discretionary,US Equity,Common stocks,Mid cap,2251759057,"432,199",Analyze,Apparel Retail,,,,,,,,,
BOOT,Boot Barn Holdings Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,1903761113,"594,672",Analyze,Apparel Retail,,,,,,,,,
GES,Guess Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,1145038433,"1,011,505",Analyze,Apparel Retail,,,,,,,,,
ANF,Abercrombie And Fitch,Consumer Discretionary,US Equity,Common stocks,Small cap,1132487875,"2,177,753",Analyze,Apparel Retail,,,,,,,,,
CHS,Chicos FAS Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,722077464,"2,670,228",Analyze,Apparel Retail,,,,,,,,,
SCVL,Shoe Carnival Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,666114611,"346,888",Analyze,Apparel Retail,,,,,,,,,
GIII,"G-III Apparel Group, LTD.",Consumer Discretionary,US Equity,Common stocks,Small cap,644868476,"1,232,356",Analyze,Apparel Retail,,,,,,,,,
DBI,Designer Brands Inc. Class A,Consumer Discretionary,US Equity,Common stocks,Small cap,621604620,"2,197,154",Analyze,Apparel Retail,,,,,,,,,
GCO,Genesco Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,571642478,"153,507",Analyze,Apparel Retail,,,,,,,,,
CURV,Torrid Holdings Inc.,Consumer Discretionary,US Equity,Common stocks,Small cap,444530057,"131,874",Analyze,Apparel Retail,,,,,,,,,
ZUMZ,Zumiez Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,438931893,"442,716",Analyze,Apparel Retail,,,,,,,,,
PLCE,Childrens Place Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,435676086,"558,059",Analyze,Apparel Retail,,,,,,,,,
BIRD,"Allbirds, Inc.",Consumer Discretionary,US Equity,Common stocks,Small cap,408778992,"2,141,920",Analyze,Apparel Retail,,,,,,,,,
DXLG,"Destination XL Group, Inc",Consumer Discretionary,US Equity,Common stocks,Small cap,393386784,"1,034,203",Analyze,Apparel Retail,,,,,,,,,
CTRN,Citi Trends Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,256410007,"255,485",Analyze,Apparel Retail,,,,,,,,,
JILL,J Jill Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,240418060,"84,016",Analyze,Apparel Retail,,,,,,,,,
TLYS,Tillys Inc Class A,Consumer Discretionary,US Equity,Common stocks,Micro cap,217784064,"235,357",Analyze,Apparel Retail,,,,,,,,,
CATO,Cato Corp Class A,Consumer Discretionary,US Equity,Common stocks,Micro cap,183101480,"111,901",Analyze,Apparel Retail,,,,,,,,,
DLTH,Duluth Holdings Inc Class B,Consumer Discretionary,US Equity,Common stocks,Micro cap,181853955,"134,989",Analyze,Apparel Retail,,,,,,,,,
LVLU,"Lulus Fashion Lounge Holdings, Inc.",Consumer Discretionary,US Equity,Common stocks,Micro cap,126136602,"219,008",Analyze,Apparel Retail,,,,,,,,,
EXPR,Express Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,88721221,"4,607,679",Analyze,Apparel Retail,,,,,,,,,
RENT,"Rent the Runway, Inc.",Consumer Discretionary,US Equity,Common stocks,Micro cap,83224259,"3,378,269",Analyze,Apparel Retail,,,,,,,,,
DBGI,"Digital Brands Group, Inc.",Consumer Discretionary,US Equity,Common stocks,Micro cap,4615349,"4,070,733",Analyze,Apparel Retail,,,,,,,,,
BLK,Blackrock Inc,Financials,US Equity,Common stocks,Large cap,1.06682E+11,"948,787",Analyze,Asset Management,,,,,,,,,
BAM,Brookfield Asset Management Inc.,Financials,US Equity,Common stocks,Large cap,70216780714,"2,660,936",Analyze,Asset Management,,,,,,,,,
BX,Blackstone Group Inc. Class A,Financials,US Equity,Common stocks,Large cap,55251210257,"6,978,431",Analyze,Asset Management,,,,,,,,,
KKR,KKR & Co Inc.,Financials,US Equity,Common stocks,Large cap,42174830428,"3,465,485",Analyze,Asset Management,,,,,,,,,
APO,Apollo Global Management LLC,Financials,US Equity,MLPs,Large cap,36191216445,"2,651,007",Analyze,Asset Management,,,,,,,,,
BK,Bank Of New York Mellon Corp,Financials,US Equity,Common stocks,Large cap,34626713015,"4,672,715",Analyze,Asset Management,,,,,,,,,
AMP,Ameriprise Finance Inc,Financials,US Equity,Common stocks,Large cap,34245054638,"610,938",Analyze,Asset Management,,,,,,,,,
STT,State Street Corp,Financials,US Equity,Common stocks,Large cap,27285669331,"3,093,525",Analyze,Asset Management,,,,,,,,,
TROW,T Rowe Price Group Inc,Financials,US Equity,Common stocks,Large cap,27112985640,"1,924,316",Analyze,Asset Management,,,,,,,,,
NTRS,Northern Trust Corporation,Financials,US Equity,Common stocks,Large cap,18459376158,"915,488",Analyze,Asset Management,,,,,,,,,
BEN,Franklin Resources Inc,Financials,US Equity,Common stocks,Large cap,13288258201,"3,099,043",Analyze,Asset Management,,,,,,,,,
ARES,Ares Management Corporation Class A,Financials,US Equity,Common stocks,Large cap,12529600347,"1,746,619",Analyze,Asset Management,,,,,,,,,
GRAB,Grab Holdings Limited - Class A,Industrials,US Equity,Common stocks,Large cap,11165312096,"20,860,141",Analyze,Asset Management,,,,,,,,,
CG,Carlyle Group,Financials,US Equity,Common stocks,Large cap,10962700308,"3,526,728",Analyze,Asset Management,,,,,,,,,
ARCC,Ares Capital Corp,Financials,US Equity,BDCs,Mid cap,9484118407,"2,256,548",Analyze,Asset Management,,,,,,,,,
IVZ,Invesco Ltd,Financials,US Equity,Common stocks,Mid cap,8418063094,"5,001,718",Analyze,Asset Management,,,,,,,,,
SEIC,SEI Investments,Financials,US Equity,Common stocks,Mid cap,8328355271,"486,581",Analyze,Asset Management,,,,,,,,,
AMG,Affiliated Managers Group Inc,Financials,US Equity,Common stocks,Mid cap,5951267486,"291,621",Analyze,Asset Management,,,,,,,,,
FSK,FS KKR Capital Corp.,Financials,US Equity,BDCs,Mid cap,5345454571,"964,829",Analyze,Asset Management,,,,,,,,,
ORCC,Owl Rock Capital Corporation,Financials,US Equity,BDCs,Mid cap,4773134918,"1,740,725",Analyze,Asset Management,,,,,,,,,
OWL,Blue Owl Capital Inc. Class A,Financials,US Equity,Common stocks,Mid cap,4693026388,"4,657,243",Analyze,Asset Management,,,,,,,,,
BIPC,Brookfield Infrastructure Partners LP Class A Subordinate Voting Shares,Utilities,US Equity,Common stocks,Mid cap,4683208893,"297,663",Analyze,Asset Management,,,,,,,,,
JHG,Janus Henderson Group Plc,Financials,US Equity,Common stocks,Mid cap,4187831838,"1,024,200",Analyze,Asset Management,,,,,,,,,
AB,AllianceBernstein Holding LP,Financials,US Equity,MLPs,Mid cap,3963833217,"332,490",Analyze,Asset Management,,,,,,,,,
ATCO,Atlas Corp.,Industrials,US Equity,Common stocks,Mid cap,3800253842,"1,613,311",Analyze,Asset Management,,,,,,,,,
BXSL,Blackstone Secured Lending Fund,Financials,US Equity,BDCs,Mid cap,3741449782,"765,112",Analyze,Asset Management,,,,,,,,,
FHI,"Federated Hermes, Inc.",Financials,US Equity,Common stocks,Mid cap,3336977513,"554,219",Analyze,Asset Management,,,,,,,,,
CNS,Cohen & Steers Inc,Financials,US Equity,Common stocks,Mid cap,3173218051,"123,118",Analyze,Asset Management,,,,,,,,,
JXN,Jackson Financial Inc. Class A,Financials,US Equity,Common stocks,Mid cap,2950303686,"907,045",Analyze,Asset Management,,,,,,,,,
PSEC,Prospect Capital Corp,Financials,US Equity,BDCs,Mid cap,2874810487,"1,256,844",Analyze,Asset Management,,,,,,,,,
MAIN,Main Street Capital Corp,Financials,US Equity,BDCs,Mid cap,2847574810,"280,336",Analyze,Asset Management,,,,,,,,,
HLNE,Hamilton Lane Inc Class A,Financials,US Equity,Common stocks,Mid cap,2626770316,"201,825",Analyze,Asset Management,,,,,,,,,
APAM,Artisan Partners Asset Management,Financials,US Equity,Common stocks,Mid cap,2319841707,"516,347",Analyze,Asset Management,,,,,,,,,
GBDC,Golub Capital BDC Inc,Financials,US Equity,BDCs,Mid cap,2283166151,"799,792",Analyze,Asset Management,,,,,,,,,
TPG,TPG Inc. - Class A,Financials,US Equity,Common stocks,Mid cap,2247263431,"937,919",Analyze,Asset Management,,,,,,,,,
VCTR,"Victory Capital Holdings, Inc. Class A",Financials,US Equity,Common stocks,Small cap,1947049255,"318,531",Analyze,Asset Management,,,,,,,,,
CIXX,CI Financial Corp.,Financials,US Equity,Common stocks,Small cap,1896032104,"59,381",Analyze,Asset Management,,,,,,,,,
BUR,Burford Capital Limited,Financials,US Equity,Common stocks,Small cap,1855352458,"133,769",Analyze,Asset Management,,,,,,,,,
AMK,"AssetMark Financial Holdings, Inc.",Financials,US Equity,Common stocks,Small cap,1801869386,"115,718",Analyze,Asset Management,,,,,,,,,
STEP,StepStone Group Inc. Class A,Financials,US Equity,Common stocks,Small cap,1763785755,"236,003",Analyze,Asset Management,,,,,,,,,
BBUC,Brookfield Business Corporation Class A Exchangeable Subordinate Voting Shares,Industrials,US Equity,Common stocks,Small cap,1454758931,"42,595",Analyze,Asset Management,,,,,,,,,
TSLX,TPG Specialty Lending Inc,Financials,US Equity,BDCs,Small cap,1453650253,"343,570",Analyze,Asset Management,,,,,,,,,
VRTS,Virtus Investment Partners Inc,Financials,US Equity,Common stocks,Small cap,1372483836,"66,353",Analyze,Asset Management,,,,,,,,,
OCSL,Oaktree Specialty Lending Corporation,Financials,US Equity,BDCs,Small cap,1279952265,"860,022",Analyze,Asset Management,,,,,,,,,
NMFC,New Mountain Finance Corp,Financials,US Equity,BDCs,Small cap,1265750306,"367,603",Analyze,Asset Management,,,,,,,,,
BCOR,Blucora Inc,Financials,US Equity,Common stocks,Small cap,1164544790,"266,589",Analyze,Asset Management,,,,,,,,,
BBDC,Barings BDC Inc.,Financials,US Equity,BDCs,Small cap,940307080,"434,064",Analyze,Asset Management,,,,,,,,,
SII,Sprott Inc.,Financials,US Equity,Common stocks,Small cap,880721911,"55,426",Analyze,Asset Management,,,,,,,,,
AINV,Apollo Investment Corp,Financials,US Equity,BDCs,Small cap,867030501,"483,796",Analyze,Asset Management,,,,,,,,,
BSIG,Brightsphere Investment Group,Financials,US Equity,Common stocks,Small cap,845250642,"146,090",Analyze,Asset Management,,,,,,,,,
BCSF,"Bain Capital Specialty Finance, Inc.",Financials,US Equity,BDCs,Small cap,839309445,"173,560",Analyze,Asset Management,,,,,,,,,
SLRC,Solar Capital Ltd,Financials,US Equity,BDCs,Small cap,810635235,"269,465",Analyze,Asset Management,,,,,,,,,
WETF,Wisdomtree Investments Inc,Financials,US Equity,Common stocks,Small cap,771036842,"1,013,153",Analyze,Asset Management,,,,,,,,,
PAX,Patria Investments Ltd,Financials,US Equity,Common stocks,Small cap,748615500,"204,233",Analyze,Asset Management,,,,,,,,,
TCPC,TCP Capital Corp,Financials,US Equity,BDCs,Small cap,729600544,"143,467",Analyze,Asset Management,,,,,,,,,
CGBD,TCG BDC,Financials,US Equity,BDCs,Small cap,720120462,"316,583",Analyze,Asset Management,,,,,,,,,
NOAH,Noah Holdings ADRs,Financials,US Equity,ADRs,Small cap,647565689,"128,494",Analyze,Asset Management,,,,,,,,,
CION,CION Investment Corporation,Financials,US Equity,BDCs,Small cap,555376075,"253,447",Analyze,Asset Management,,,,,,,,,
DHIL,Diamond Hill Investment Group Inc,Financials,US Equity,Common stocks,Small cap,536822190,"12,133",Analyze,Asset Management,,,,,,,,,
CSWC,Capital Southwest Corp,Financials,US Equity,BDCs,Small cap,526933178,"358,858",Analyze,Asset Management,,,,,,,,,
PFLT,PennantPark Floating Rate Capital Ltd,Financials,US Equity,BDCs,Small cap,514219535,"215,373",Analyze,Asset Management,,,,,,,,,
FDUS,Fidus Investment Corp,Financials,US Equity,BDCs,Small cap,462844356,"92,588",Analyze,Asset Management,,,,,,,,,
GAIN,Gladstone Investment Corp,Financials,US Equity,BDCs,Small cap,441356325,"120,719",Analyze,Asset Management,,,,,,,,,
TPVG,Triplepoint Venture Growth BDC Corp,Financials,US Equity,BDCs,Small cap,438203160,"224,871",Analyze,Asset Management,,,,,,,,,
NEWT,Newtek Business Services Corp,Financials,US Equity,BDCs,Small cap,429142963,"175,217",Analyze,Asset Management,,,,,,,,,
PUYI,Puyi Inc. ADRs,Financials,US Equity,ADRs,Small cap,425218466,"3,256",Analyze,Asset Management,,,,,,,,,
PX,"P10, Inc.",Financials,US Equity,Common stocks,Small cap,418932900,"152,110",Analyze,Asset Management,,,,,,,,,
CCAP,"Crescent Capital BDC, Inc.",Financials,US Equity,BDCs,Small cap,416361613,"82,564",Analyze,Asset Management,,,,,,,,,
VINP,Vinci Partners Investments Ltd.,Financials,US Equity,Common stocks,Small cap,410639979,"56,441",Analyze,Asset Management,,,,,,,,,
PNNT,PennantPark Investment Corp,Financials,US Equity,BDCs,Small cap,385476795,"245,056",Analyze,Asset Management,,,,,,,,,
GCMG,GCM Grosvenor Inc. - Class A,Financials,US Equity,Common stocks,Small cap,364943915,"282,456",Analyze,Asset Management,,,,,,,,,
TRIN,Trinity Capital Inc.,Financials,US Equity,BDCs,Small cap,364714787,"256,526",Analyze,Asset Management,,,,,,,,,
GLAD,Gladstone Capital Corp,Financials,US Equity,BDCs,Small cap,345704794,"156,045",Analyze,Asset Management,,,,,,,,,
HRZN,Horizon Technology Finance Corp,Financials,US Equity,BDCs,Small cap,333714657,"154,240",Analyze,Asset Management,,,,,,,,,
SAR,Saratoga Investment,Financials,US Equity,BDCs,Small cap,304883431,"40,358",Analyze,Asset Management,,,,,,,,,
WHF,WhiteHorse Finance Inc,Financials,US Equity,BDCs,Micro cap,298208819,"63,289",Analyze,Asset Management,,,,,,,,,
BKCC,BlackRock Capital Investment Corporation,Financials,US Equity,BDCs,Micro cap,266338899,"210,549",Analyze,Asset Management,,,,,,,,,
SCM,Stellus Capital Investment Corp,Financials,US Equity,BDCs,Micro cap,257810883,"54,023",Analyze,Asset Management,,,,,,,,,
SWKH,SWK Holdings Corporation,Financials,US Equity,Common stocks,Micro cap,247432736,"5,160",Analyze,Asset Management,,,,,,,,,
MN,Manning And Napier Inc Class A,Financials,US Equity,Common stocks,Micro cap,245747666,"423,573",Analyze,Asset Management,,,,,,,,,
MSB,Mesabi Trust,Materials,US Equity,Royalty trusts,Micro cap,243507386,"58,241",Analyze,Asset Management,,,,,,,,,
SCU,"Sculptor Capital Management, Inc. Class A",Financials,US Equity,Common stocks,Micro cap,230138577,"172,354",Analyze,Asset Management,,,,,,,,,
PTMN,Portman Ridge Finance Corporation,Financials,US Equity,BDCs,Micro cap,212597200,"31,784",Analyze,Asset Management,,,,,,,,,
SAMG,Silvercrest Asset Management Group,Financials,US Equity,Common stocks,Micro cap,177915498,"28,646",Analyze,Asset Management,,,,,,,,,
HYW,Hywin Holdings Ltd. ADRs,Financials,US Equity,ADRs,Micro cap,166600000,"12,961",Analyze,Asset Management,,,,,,,,,
PZN,Pzena Investment Management Inc Class A,Financials,US Equity,Common stocks,Micro cap,161506829,"1,482,112",Analyze,Asset Management,,,,,,,,,
OXSQ,Oxford Square Capital Corp,Financials,US Equity,BDCs,Micro cap,157418165,"134,657",Analyze,Asset Management,,,,,,,,,
OFS,OFS Capital Corp,Financials,US Equity,BDCs,Micro cap,134466242,"26,651",Analyze,Asset Management,,,,,,,,,
FCRD,"First Eagle Alternative Capital BDC, Inc.",Financials,US Equity,BDCs,Micro cap,129861602,"112,475",Analyze,Asset Management,,,,,,,,,
GECC,Great Elm Capital Corp,Financials,US Equity,BDCs,Micro cap,75897188,"9,973",Analyze,Asset Management,,,,,,,,,
PFX,PhenixFIN Corporation,Financials,US Equity,BDCs,Micro cap,74688192,"1,184",Analyze,Asset Management,,,,,,,,,
HNNA,Hennessy Advisors Inc,Financials,US Equity,Common stocks,Micro cap,64122351,"11,981",Analyze,Asset Management,,,,,,,,,
SSIC,Silver Spike Investment Corp.,Financials,US Equity,BDCs,Micro cap,63824681,"1,231",Analyze,Asset Management,,,,,,,,,
LRFC,Logan Ridge Finance Corporation,Financials,US Equity,BDCs,Micro cap,56986649,"11,759",Analyze,Asset Management,,,,,,,,,
ICMB,"Investcorp Credit Management BDC, Inc.",Financials,US Equity,BDCs,Micro cap,56684563,"23,946",Analyze,Asset Management,,,,,,,,,
TURN,180 Degree Capital,Financials,US Equity,BDCs,Micro cap,56018628,"16,888",Analyze,Asset Management,,,,,,,,,
LGHL,Lion Group Holding Ltd. ADRs,Financials,US Equity,ADRs,Micro cap,54424337,"1,638,178",Analyze,Asset Management,,,,,,,,,
SFE,Safeguard Scientifics Inc,Financials,US Equity,Common stocks,Micro cap,51741418,"23,876",Analyze,Asset Management,,,,,,,,,
MGLD,"The Marygold Companies, Inc.",Financials,US Equity,Common stocks,Micro cap,50442334,"6,242",Analyze,Asset Management,,,,,,,,,
AINC,Ashford Inc,Financials,US Equity,Common stocks,Micro cap,47894063,"12,189",Analyze,Asset Management,,,,,,,,,
AAMC,Altisource Asset Management Corp,Real Estate,US Equity,Common stocks,Micro cap,40697995,"5,602",Analyze,Asset Management,,,,,,,,,
GROW,US Global Investors Inc Class A,Financials,US Equity,Common stocks,Micro cap,39798287,"22,692",Analyze,Asset Management,,,,,,,,,
DXR,Daxor Corp,Health Care,US Equity,Common stocks,Micro cap,38321832,"17,526",Analyze,Asset Management,,,,,,,,,
RAND,Rand Capital,Financials,US Equity,BDCs,Micro cap,37425063,"2,454",Analyze,Asset Management,,,,,,,,,
MTR,Mesa Royalty Trust,Financials,US Equity,Royalty trusts,Micro cap,32985543,"23,277",Analyze,Asset Management,,,,,,,,,
EQS,Equus Total Return,Financials,US Equity,BDCs,Micro cap,22157593,"2,319",Analyze,Asset Management,,,,,,,,,
JP,Jupai Holdings Limited ADRs,Financials,US Equity,ADRs,Micro cap,12100012,"78,240",Analyze,Asset Management,,,,,,,,,
SVVC,Firsthand Technology Value Fund,Financials,US Equity,BDCs,Micro cap,7858084,"11,515",Analyze,Asset Management,,,,,,,,,
PHCF,"Puhui Wealth Investment Management Co., Ltd.",Financials,US Equity,Common stocks,Micro cap,7375032,"4,041",Analyze,Asset Management,,,,,,,,,
KMX,Carmax Inc,Consumer Discretionary,US Equity,Common stocks,Large cap,10364236055,"1,701,524",Analyze,Auto Dealerships,,,,,,,,,
PAG,Penske Automotive Group Inc,Consumer Discretionary,US Equity,Common stocks,Mid cap,8986374560,"401,824",Analyze,Auto Dealerships,,,,,,,,,
LAD,Lithia Motors Inc Class A,Consumer Discretionary,US Equity,Common stocks,Mid cap,6198984694,"426,119",Analyze,Auto Dealerships,,,,,,,,,
AN,AutoNation Inc,Consumer Discretionary,US Equity,Common stocks,Mid cap,5948682240,"696,882",Analyze,Auto Dealerships,,,,,,,,,
DRVN,Driven Brands Holdings Inc.,Industrials,US Equity,Common stocks,Mid cap,4971900196,"457,186",Analyze,Auto Dealerships,,,,,,,,,
ABG,Asbury Automotive Group Inc.,Consumer Discretionary,US Equity,Common stocks,Mid cap,3993688805,"141,503",Analyze,Auto Dealerships,,,,,,,,,
RUSHA,Rush Enterprises Inc Class A,Industrials,US Equity,Common stocks,Mid cap,2950227343,"197,425",Analyze,Auto Dealerships,,,,,,,,,
RUSHB,Rush Enterprises Inc Class B,Industrials,US Equity,Common stocks,Mid cap,2950227343,"14,831",Analyze,Auto Dealerships,,,,,,,,,
GPI,Group Automotive Inc,Consumer Discretionary,US Equity,Common stocks,Mid cap,2799503616,"147,386",Analyze,Auto Dealerships,,,,,,,,,
SAH,Sonic Automotive Inc Class A,Consumer Discretionary,US Equity,Common stocks,Small cap,1406487593,"255,320",Analyze,Auto Dealerships,,,,,,,,,
CARS,Cars.Com Inc,Communication Services,US Equity,Common stocks,Small cap,961188187,"412,009",Analyze,Auto Dealerships,,,,,,,,,
RENN,Renren Inc. ADRs of Class A,Information Technology,US Equity,ADRs,Small cap,588743572,"105,855",Analyze,Auto Dealerships,,,,,,,,,
CRMT,Americas Car-Mart Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,461715039,"112,992",Analyze,Auto Dealerships,,,,,,,,,
KFS,Kingsway Financial Services Inc.,Financials,US Equity,Common stocks,Micro cap,176355204,"15,230",Analyze,Auto Dealerships,,,,,,,,,
VRM,"Vroom, Inc.",Consumer Discretionary,US Equity,Common stocks,Micro cap,145082089,"4,937,704",Analyze,Auto Dealerships,,,,,,,,,
LAZY,Lazydays Holdings Inc.,Consumer Discretionary,US Equity,Common stocks,Micro cap,142245491,"161,912",Analyze,Auto Dealerships,,,,,,,,,
RMBL,Rumbleon Inc Class B,Consumer Discretionary,US Equity,Common stocks,Micro cap,123176317,"220,246",Analyze,Auto Dealerships,,,,,,,,,
KXIN,Kaixin Auto Holdings,Financials,US Equity,Common stocks,Micro cap,94997635,"100,060",Analyze,Auto Dealerships,,,,,,,,,
LMPX,"LMP Automotive Holdings, Inc.",Consumer Discretionary,US Equity,Common stocks,Micro cap,89997328,"15,946",Analyze,Auto Dealerships,,,,,,,,,
LOTZ,"CarLotz, Inc. - Class A",Consumer Discretionary,US Equity,Common stocks,Micro cap,19092672,"960,763",Analyze,Auto Dealerships,,,,,,,,,
JZXN,"Jiuzi Holdings, Inc.",Consumer Discretionary,US Equity,Common stocks,Micro cap,3599117,"796,554",Analyze,Auto Dealerships,,,,,,,,,
TSLA,Tesla Inc,Consumer Discretionary,US Equity,Common stocks,Large cap,5.63461E+11,"88,775,450",Analyze,Auto Manufacturers,,,,,,,,,
TM,Toyota Motor Corp ADRs,Consumer Discretionary,US Equity,ADRs,Large cap,2.30188E+11,"170,385",Analyze,Auto Manufacturers,,,,,,,,,
